246,268,245
268,246,269
222,246,245
362,361,340
459,458,443
92,93,113
94,93,73
54,73,53
14,3,4
132,154,153
131,132,153
132,131,111
154,176,153
129,108,109
5,6,16
87,108,107
419,420,439
234,257,256
304,305,328
193,215,192
215,193,216
241,242,264
242,265,264
115,94,95
116,115,95
361,339,340
341,362,340
362,382,361
382,383,403
383,382,362
476,475,461
458,442,443
442,425,443
444,459,443
434,451,433
451,434,452
479,490,496
489,479,496
224,225,247
271,270,247
91,92,113
112,91,113
93,72,73
73,72,53
155,133,156
37,22,38
22,37,21
36,54,53
36,37,54
37,36,21
94,74,95
74,94,73
74,75,95
54,74,73
3,13,2
14,13,3
130,129,109
110,90,111
131,110,111
110,89,90
89,110,109
130,110,131
110,130,109
337,359,336
359,337,360
89,70,90
69,70,89
70,69,52
51,69,68
69,51,52
34,50,49
35,50,34
50,51,68
51,50,35
8,19,18
19,32,18
33,34,49
33,20,34
33,19,20
19,33,32
7,8,18
176,175,153
86,85,66
86,87,107
85,65,66
42,60,59
422,421,400
421,420,400
401,422,400
381,359,360
380,401,400
401,380,402
381,380,359
380,381,402
420,399,400
399,420,419
235,236,258
236,235,212
235,257,234
257,235,258
305,283,306
239,215,216
238,239,261
239,238,215
169,193,192
193,194,216
335,357,334
311,335,334
288,287,264
311,288,289
288,265,289
265,288,264
287,309,286
114,93,94
93,114,113
115,114,94
206,230,229
137,115,116
230,252,229
185,184,161
162,185,161
185,162,186
423,424,441
424,442,441
442,424,425
476,486,475
486,476,487
479,478,464
489,478,479
385,365,386
459,473,458
474,473,459
388,389,409
406,385,386
407,406,386
444,460,459
460,474,459
475,460,461
474,460,475
467,451,452
466,467,481
467,466,451
414,434,433
419,438,418
438,419,439
250,273,249
225,201,202
201,225,224
339,317,340
317,339,316
271,293,270
293,317,316
225,248,247
248,271,247
345,346,367
346,345,323
298,321,297
281,257,258
303,281,304
56,76,75
71,93,92
71,72,93
22,23,38
23,22,9
23,9,10
55,37,38
56,55,38
55,56,75
37,55,54
55,74,54
74,55,75
78,98,77
98,78,99
29,15,16
15,5,16
5,15,4
15,14,4
60,43,61
43,60,42
17,7,18
6,17,16
7,17,6
338,337,314
337,338,360
315,338,314
292,268,269
292,315,314
291,292,314
292,291,268
177,176,154
177,200,176
222,223,246
200,223,222
88,89,109
108,88,109
88,87,68
87,88,108
88,69,89
69,88,68
241,218,242
218,219,242
128,108,129
108,128,107
128,127,107
127,128,149
128,150,149
150,128,129
151,150,129
130,151,129
196,218,195
218,196,219
50,67,49
87,67,68
67,66,49
67,50,68
86,67,87
67,86,66
66,48,49
48,33,49
33,48,32
65,48,66
80,101,100
80,60,61
62,81,61
80,81,101
81,80,61
103,83,104
439,440,457
420,440,439
421,440,420
379,380,400
399,379,400
397,398,418
398,419,418
398,399,419
236,259,258
285,284,261
283,284,306
329,305,306
305,329,328
329,330,352
330,329,306
263,287,286
287,263,264
263,241,264
237,259,236
148,127,149
312,311,289
290,312,289
312,335,311
335,312,336
175,198,174
267,291,290
268,267,245
291,267,268
267,244,245
219,243,242
243,265,242
308,285,286
308,332,331
308,309,332
309,308,286
310,311,334
288,310,287
310,288,311
310,309,287
206,183,184
157,180,156
180,157,181
117,138,116
138,137,116
298,275,276
275,252,276
275,298,297
187,209,186
404,383,384
404,424,423
404,423,403
383,404,403
341,363,362
383,363,384
363,383,362
342,363,341
366,345,367
345,366,344
366,365,344
365,366,386
426,444,443
425,426,443
406,426,425
426,406,407
426,427,444
427,426,407
408,388,409
428,408,409
427,408,428
408,427,407
446,462,461
462,476,461
460,445,461
427,445,444
445,460,444
445,427,428
446,445,428
445,446,461
429,428,409
429,446,428
390,389,369
390,370,391
370,390,369
411,390,391
392,412,391
412,411,391
480,466,481
491,480,481
497,480,491
480,490,479
480,497,490
448,449,464
372,393,392
414,393,394
434,435,452
456,439,457
456,438,439
227,228,250
227,250,249
201,179,202
179,201,178
179,180,202
180,179,156
179,155,156
155,179,178
318,341,340
317,318,340
272,248,249
273,272,249
248,272,271
368,347,369
389,368,369
368,388,367
388,368,389
368,346,347
346,368,367
299,300,323
299,298,276
299,277,300
277,299,276
252,253,276
253,252,230
277,253,254
253,277,276
347,324,325
300,324,323
346,324,347
324,346,323
301,324,300
324,301,325
278,277,254
277,278,300
301,278,279
278,301,300
365,343,344
343,321,344
348,370,369
347,348,369
348,347,325
370,348,349
348,326,349
326,348,325
302,301,279
301,302,325
326,302,303
302,326,325
96,116,95
75,96,95
96,117,116
76,96,75
0,11,10
0,1,11
41,42,59
39,56,38
23,39,38
12,25,11
1,12,11
13,12,2
12,1,2
27,13,14
27,43,42
44,62,61
43,44,61
105,125,104
106,86,107
127,106,107
86,106,85
106,105,85
217,194,195
194,217,216
217,218,241
218,217,195
152,130,131
152,131,153
152,175,174
175,152,153
152,151,130
151,152,174
173,151,174
151,173,150
60,79,59
78,79,99
79,100,99
79,78,59
80,79,60
79,80,100
84,105,104
84,65,85
105,84,85
83,84,104
82,81,62
82,83,103
380,358,359
359,358,336
358,335,336
335,358,357
379,358,380
358,379,357
357,356,334
282,281,258
282,305,304
282,283,305
281,282,304
282,259,283
259,282,258
262,285,261
285,262,286
239,262,261
262,263,286
213,236,212
190,213,212
191,213,190
213,237,236
284,260,261
259,260,283
260,238,261
260,284,283
237,260,259
260,237,238
170,169,147
169,170,193
170,194,193
148,170,147
313,291,314
313,337,336
337,313,314
291,313,290
313,312,290
312,313,336
199,175,176
199,198,175
199,200,222
200,199,176
266,290,289
265,266,289
266,267,290
267,266,244
266,243,244
243,266,265
243,220,244
220,243,219
353,330,331
330,353,352
374,353,375
353,374,352
374,395,394
395,374,375
284,307,306
330,307,331
307,330,306
307,284,285
308,307,285
307,308,331
228,205,229
205,206,229
205,183,206
183,205,182
134,157,156
133,134,156
112,134,133
134,112,113
181,158,182
157,158,181
139,117,118
139,162,161
139,138,117
138,139,161
183,160,184
184,160,161
138,160,137
160,138,161
251,228,229
252,251,229
228,251,250
275,251,252
233,234,256
253,231,254
231,253,230
189,190,212
121,101,122
101,121,100
385,405,384
405,406,425
424,405,425
406,405,385
404,405,424
405,404,384
495,478,489
495,488,478
387,407,386
388,387,367
366,387,386
387,366,367
408,387,388
387,408,407
462,477,476
476,477,487
477,488,487
488,477,478
447,429,430
429,447,446
447,462,446
448,447,430
326,327,349
327,304,328
327,303,304
327,326,303
327,350,349
350,327,328
371,372,392
371,392,391
371,370,349
370,371,391
371,350,372
350,371,349
329,351,328
351,329,352
350,351,372
351,350,328
410,411,430
410,429,409
389,410,409
429,410,430
410,390,411
390,410,389
485,484,470
483,484,494
468,467,452
492,491,481
450,432,433
451,450,433
466,450,451
450,449,432
411,431,430
431,448,430
431,412,432
412,431,411
431,449,448
449,431,432
413,414,433
432,413,433
413,412,392
412,413,432
413,393,414
393,413,392
438,437,418
472,456,457
203,180,181
180,203,202
319,342,341
318,319,341
294,318,317
272,294,271
294,293,271
293,294,317
322,345,344
345,322,323
321,322,344
322,321,298
299,322,298
322,299,323
364,385,384
364,365,385
363,364,384
364,363,342
364,343,365
343,364,342
281,280,257
280,279,256
257,280,256
280,281,303
302,280,303
280,302,279
98,97,77
97,98,118
117,97,118
97,76,77
97,96,76
96,97,117
78,58,59
58,78,77
58,41,59
25,24,11
24,39,23
11,24,10
24,23,10
26,12,13
41,26,42
26,41,25
12,26,25
27,26,13
26,27,42
28,27,14
15,28,14
28,15,29
27,28,43
28,44,43
44,28,29
125,126,147
126,148,147
148,126,127
126,125,105
106,126,105
126,106,127
172,196,195
150,172,149
172,173,196
173,172,150
31,17,18
32,31,18
45,44,29
44,45,62
64,84,83
84,64,65
81,102,101
101,102,122
102,123,122
123,102,103
82,102,81
102,82,103
379,378,357
378,379,399
398,378,399
378,356,357
332,333,355
309,333,332
333,310,334
310,333,309
356,333,334
333,356,355
263,240,241
217,240,216
240,239,216
240,217,241
262,240,263
240,262,239
215,214,192
214,191,192
238,214,215
237,214,238
213,214,237
214,213,191
191,168,192
168,169,192
124,123,103
124,103,104
125,124,104
124,145,123
123,144,122
145,144,123
198,197,174
196,197,219
173,197,196
197,173,174
220,197,198
197,220,219
244,221,245
221,199,222
221,222,245
199,221,198
220,221,244
221,220,198
332,354,331
354,332,355
376,354,355
354,376,375
353,354,375
354,353,331
415,414,394
414,415,434
415,435,434
435,415,416
415,395,416
395,415,394
376,396,375
396,376,397
396,395,375
395,396,416
137,136,115
136,114,115
296,274,297
274,275,297
274,273,250
274,296,273
274,251,275
251,274,250
210,209,187
210,233,209
233,210,234
279,255,256
255,278,254
278,255,279
255,233,256
206,207,230
207,206,184
185,207,184
207,231,230
477,463,478
478,463,464
463,448,464
463,477,462
463,447,448
447,463,462
373,374,394
393,373,394
374,373,352
373,393,372
351,373,372
373,351,352
467,482,481
482,468,483
468,482,467
482,492,481
465,480,479
465,479,464
480,465,466
449,465,464
450,465,449
465,450,466
436,435,416
456,455,438
455,437,438
471,485,470
472,471,456
455,471,470
471,455,456
227,204,228
205,204,182
204,181,182
204,205,228
203,204,227
204,203,181
248,226,249
226,225,202
226,248,225
226,227,249
203,226,202
226,203,227
320,343,342
320,296,297
321,320,297
343,320,321
320,319,296
319,320,342
296,295,273
295,272,273
319,295,296
295,319,318
295,294,272
294,295,318
76,57,77
57,76,56
39,57,56
57,58,77
194,171,195
170,171,194
171,148,149
171,170,148
172,171,149
171,172,195
31,30,17
30,29,16
17,30,16
30,31,46
45,30,46
30,45,29
31,47,46
48,47,32
47,48,65
47,31,32
47,64,46
64,47,65
63,45,46
63,82,62
82,63,83
45,63,62
63,64,83
64,63,46
377,376,355
376,377,397
377,398,397
356,377,355
378,377,356
377,378,398
169,146,147
146,125,147
168,146,169
146,168,145
124,146,145
146,124,125
166,189,165
189,166,190
158,159,182
160,159,137
159,183,182
159,160,183
136,159,158
159,136,137
135,134,113
114,135,113
134,135,157
135,158,157
136,135,114
135,136,158
211,235,234
235,211,212
211,189,212
210,211,234
231,232,254
233,232,209
255,232,233
232,255,254
139,140,162
140,139,118
100,120,99
121,120,100
482,493,492
493,483,494
493,482,483
468,469,483
484,469,470
469,484,483
437,417,418
417,397,418
417,396,397
396,417,416
436,417,437
417,436,416
41,40,25
58,40,41
40,24,25
24,40,39
57,40,58
40,57,39
144,143,122
143,121,122
166,143,144
143,166,165
167,168,191
168,167,145
167,191,190
167,144,145
166,167,190
167,166,144
208,207,185
208,185,186
209,208,186
207,208,231
208,232,231
232,208,209
211,188,189
189,188,165
188,210,187
188,211,210
188,164,165
164,188,187
163,164,187
162,163,186
163,187,186
164,163,141
163,140,141
140,163,162
140,119,141
119,98,99
98,119,118
119,140,118
119,120,141
120,119,99
453,468,452
435,453,452
436,453,435
453,469,468
120,142,141
164,142,165
142,164,141
142,120,121
143,142,121
142,143,165
454,436,437
454,455,470
455,454,437
469,454,470
453,454,469
454,453,436
